Feature,abs_r,abs_rho,F_statistic,MI_Score,F_norm,MI_norm,Composite_Score
hist_monthday_revenue_mean,0.8015576652010371,0.7816841056461591,6884.924770139326,0.5083710505652013,0.9999999999999999,0.9999999999999999,0.895810442711799
hist_monthday_cogs_mean,0.7878509838563843,0.7682489597077475,6269.428813193834,0.4915982771366023,0.9095952118745264,0.9561855154642863,0.8554701677257361
day_cos,0.43919921264524786,0.4791983849620515,915.5998867797252,0.24815494025544105,0.12321836521822489,0.32025345780498604,0.34046735515762755
hist_yoy_cogs_growth,0.259647556354891,0.35504215234437275,276.94470655441603,0.2365993118228924,0.02941192245938421,0.2900674002985354,0.23354225786429583
day_sin,0.30577617537336244,0.30788361588201035,395.14017348446765,0.19860672461193918,0.04677261512458237,0.1908217011950264,0.21281352689374539
hist_yoy_revenue_growth,0.1401012514498793,0.4083690470672694,76.70177987867278,0.22977870090765284,0.0,0.27225033785850183,0.20518015909391263
month,0.20427117859681052,0.23878491478061734,166.81571456687175,0.24554015993622302,0.013236043357732166,0.3134230279808209,0.19242879117899522
expected_sessions,0.32252691225990093,0.3673340981046992,444.7823074871645,0.12555761326623482,0.05406411160959927,0.0,0.18598128049354984
